pagamentoid,ano,mes,dia,periodo,datavencimento,datapagamento,contaid,conta,tipo,tipopagamento,valor,Pago
609,2007,7,3,2007-07,2007-07-03,2007-07-03,24,conta-24,Fornecedor,Dinheiro,87.48,Falta Pagar
610,2007,7,3,2007-07,2007-07-03,2007-07-03,25,conta-25,Despesa,Dinheiro,65.00,Falta Pagar
611,2007,7,4,2007-07,2007-07-04,2007-07-04,39,conta-39,Fornecedor,Dinheiro,116.00,Falta Pagar
612,2007,7,4,2007-07,2007-07-04,2007-07-04,32,conta-32,Fornecedor,Dinheiro,115.00,Falta Pagar
613,2007,7,5,2007-07,2007-07-05,2007-07-05,22,conta-22,Fornecedor,Dinheiro,141.37,Falta Pagar
614,2007,7,5,2007-07,2007-07-05,2007-07-05,22,conta-22,Fornecedor,Dinheiro,141.32,Falta Pagar
616,2007,7,6,2007-07,2007-07-06,2007-07-06,27,conta-27,Fornecedor,Dinheiro,235.53,Falta Pagar
617,2007,7,6,2007-07,2007-07-06,2007-07-06,67,conta-67,Fornecedor,Dinheiro,164.56,Falta Pagar
618,2007,7,6,2007-07,2007-07-06,2007-07-06,27,conta-27,Fornecedor,Dinheiro,296.96,Falta Pagar
619,2007,7,6,2007-07,2007-07-06,2007-07-06,71,conta-71,Fornecedor,Dinheiro,114.45,Falta Pagar
620,2007,7,7,2007-07,2007-07-07,2007-07-07,25,conta-25,Despesa,Dinheiro,65.00,Falta Pagar
622,2007,7,8,2007-07,2007-07-08,2007-07-08,32,conta-32,Fornecedor,Dinheiro,110.00,Falta Pagar
623,2007,7,8,2007-07,2007-07-08,2007-07-08,35,conta-35,Fornecedor,Dinheiro,113.93,Falta Pagar
624,2007,7,8,2007-07,2007-07-08,2007-07-08,22,conta-22,Fornecedor,Dinheiro,141.32,Falta Pagar
626,2007,7,10,2007-07,2007-07-10,2007-07-10,33,conta-33,Fornecedor,Dinheiro,121.00,Falta Pagar
627,2007,7,10,2007-07,2007-07-10,2007-07-10,49,conta-49,Fornecedor,Dinheiro,287.95,Falta Pagar
718,2007,7,29,2007-07,2007-07-29,2007-07-29,51,conta-51,Fornecedor,Dinheiro,95.44,Falta Pagar
721,2007,7,30,2007-07,2007-07-30,2007-07-30,25,conta-25,Despesa,Dinheiro,65.00,Falta Pagar
722,2007,7,30,2007-07,2007-07-30,2007-07-30,33,conta-33,Fornecedor,Dinheiro,166.00,Falta Pagar
723,2007,7,30,2007-07,2007-07-30,2007-07-30,54,conta-54,Fornecedor,Dinheiro,124.20,Falta Pagar
724,2007,7,31,2007-07,2007-07-31,2007-07-31,40,conta-40,Fornecedor,Dinheiro,177.53,Falta Pagar
725,2007,7,31,2007-07,2007-07-31,2007-07-31,22,conta-22,Fornecedor,Dinheiro,141.37,Falta Pagar
726,2007,7,31,2007-07,2007-07-31,2007-07-31,20,conta-20,Divida,Boleto,150.00,Falta Pagar
727,2007,8,2,2007-08,2007-08-02,2007-08-02,35,conta-35,Fornecedor,Dinheiro,149.20,Falta Pagar
728,2007,8,2,2007-08,2007-08-02,2007-08-02,32,conta-32,Fornecedor,Dinheiro,131.80,Falta Pagar
729,2007,8,2,2007-08,2007-08-02,2007-08-02,22,conta-22,Fornecedor,Dinheiro,150.65,Falta Pagar
730,2007,8,2,2007-08,2007-08-02,2007-08-02,35,conta-35,Fornecedor,Dinheiro,132.93,Pago
731,2007,8,4,2007-08,2007-08-04,2007-08-04,32,conta-32,Fornecedor,Dinheiro,115.00,Falta Pagar
732,2007,8,4,2007-08,2007-08-04,2007-08-04,22,conta-22,Fornecedor,Dinheiro,150.65,Falta Pagar
734,2007,8,6,2007-08,2007-08-06,2007-08-06,40,conta-40,Fornecedor,Dinheiro,132.40,Falta Pagar
737,2007,8,7,2007-08,2007-08-07,2007-08-07,24,conta-24,Fornecedor,Dinheiro,82.01,Falta Pagar
738,2007,8,7,2007-08,2007-08-07,2007-08-07,22,conta-22,Fornecedor,Dinheiro,150.70,Falta Pagar
739,2007,8,7,2007-08,2007-08-07,2007-08-07,22,conta-22,Fornecedor,Dinheiro,150.65,Falta Pagar
740,2007,8,9,2007-08,2007-08-09,2007-08-09,29,conta-29,Fornecedor,Dinheiro,65.99,Falta Pagar
741,2007,8,9,2007-08,2007-08-09,2007-08-09,22,conta-22,Fornecedor,Dinheiro,150.65,Falta Pagar
777,2007,8,11,2007-08,2007-08-11,2007-08-11,33,conta-33,Fornecedor,Dinheiro,139.00,Falta Pagar
778,2007,8,12,2007-08,2007-08-12,2007-08-12,32,conta-32,Fornecedor,Dinheiro,150.00,Falta Pagar
779,2007,8,12,2007-08,2007-08-12,2007-08-12,22,conta-22,Fornecedor,Dinheiro,150.65,Falta Pagar
780,2007,8,13,2007-08,2007-08-13,2007-08-13,64,conta-64,Fornecedor,Dinheiro,604.46,Falta Pagar
781,2007,8,13,2007-08,2007-08-13,2007-08-13,54,conta-54,Fornecedor,Dinheiro,124.20,Falta Pagar
782,2007,8,13,2007-08,2007-08-13,2007-08-13,33,conta-33,Fornecedor,Dinheiro,118.00,Falta Pagar
783,2007,8,14,2007-08,2007-08-14,2007-08-14,42,conta-42,Fornecedor,Dinheiro,108.00,Falta Pagar
784,2007,8,14,2007-08,2007-08-14,2007-08-14,49,conta-49,Fornecedor,Dinheiro,457.76,Falta Pagar
785,2007,8,14,2007-08,2007-08-14,2007-08-14,22,conta-22,Fornecedor,Dinheiro,150.70,Falta Pagar
786,2007,8,14,2007-08,2007-08-14,2007-08-14,6,conta-6,Despesa,Dinheiro,36.42,Falta Pagar
788,2007,8,15,2007-08,2007-08-15,2007-08-15,32,conta-32,Fornecedor,Dinheiro,121.30,Falta Pagar
791,2007,8,15,2007-08,2007-08-15,2007-08-15,22,conta-22,Fornecedor,Dinheiro,150.65,Falta Pagar
792,2007,8,15,2007-08,2007-08-15,2007-08-15,46,conta-46,Imposto,Dinheiro,171.18,Falta Pagar
793,2007,8,16,2007-08,2007-08-16,2007-08-16,40,conta-40,Fornecedor,Dinheiro,177.53,Falta Pagar
794,2007,8,16,2007-08,2007-08-16,2007-08-16,22,conta-22,Fornecedor,Dinheiro,82.01,Falta Pagar
795,2007,8,16,2007-08,2007-08-16,2007-08-16,74,conta-74,Fornecedor,Dinheiro,148.67,Falta Pagar
796,2007,8,16,2007-08,2007-08-16,2007-08-16,40,conta-40,Fornecedor,Dinheiro,86.40,Falta Pagar
797,2007,8,17,2007-08,2007-08-17,2007-08-17,35,conta-35,Fornecedor,Dinheiro,113.04,Falta Pagar
798,2007,8,17,2007-08,2007-08-17,2007-08-17,22,conta-22,Fornecedor,Dinheiro,150.70,Falta Pagar
799,2007,8,18,2007-08,2007-08-18,2007-08-18,35,conta-35,Fornecedor,Dinheiro,149.20,Falta Pagar
801,2007,8,19,2007-08,2007-08-19,2007-08-19,39,conta-39,Fornecedor,Dinheiro,115.00,Falta Pagar
802,2007,8,19,2007-08,2007-08-19,2007-08-19,48,conta-48,Fornecedor,Dinheiro,25.00,Falta Pagar
803,2007,8,20,2007-08,2007-08-20,2007-08-20,22,conta-22,Fornecedor,Dinheiro,150.65,Falta Pagar
804,2007,8,20,2007-08,2007-08-20,2007-08-20,25,conta-25,Despesa,Dinheiro,65.00,Falta Pagar
805,2007,8,22,2007-08,2007-08-22,2007-08-22,22,conta-22,Fornecedor,Dinheiro,150.65,Falta Pagar
806,2007,8,23,2007-08,2007-08-23,2007-08-23,32,conta-32,Fornecedor,Dinheiro,147.62,Falta Pagar
807,2007,8,24,2007-08,2007-08-24,2007-08-24,25,conta-25,Despesa,Dinheiro,65.00,Falta Pagar
897,2007,8,7,2007-08,2007-08-07,2007-08-07,36,conta-36,Fornecedor,Cheque,196.00,Pago
898,2007,8,10,2007-08,2007-08-10,2007-08-10,83,conta-83,Fornecedor,Cheque,180.00,Pago
899,2007,8,16,2007-08,2007-08-16,2007-08-16,84,conta-84,Fornecedor,Cheque,196.00,Pago
900,2007,8,25,2007-08,2007-08-25,2007-08-25,79,conta-79,Fornecedor,Cheque,92.00,Pago
901,2007,8,14,2007-08,2007-08-14,2007-08-14,76,conta-76,Fornecedor,Cheque,130.00,Pago
902,2007,8,29,2007-08,2007-08-29,2007-08-29,76,conta-76,Fornecedor,Cheque,100.00,Pago
903,2007,8,20,2007-08,2007-08-20,2007-08-20,76,conta-76,Fornecedor,Cheque,150.00,Pago
921,2007,9,14,2007-09,2007-09-14,2007-09-14,86,conta-86,Despesa,Debito Conta Corrente - PJ,32.28,Pago
922,2007,9,7,2007-09,2007-09-07,2007-09-07,24,conta-24,Fornecedor,Dinheiro,98.29,Falta Pagar
924,2007,9,8,2007-09,2007-09-08,2007-09-08,35,conta-35,Fornecedor,Dinheiro,110.26,Falta Pagar
925,2007,9,8,2007-09,2007-09-08,2007-09-08,33,conta-33,Fornecedor,Dinheiro,106.00,Falta Pagar
926,2007,9,8,2007-09,2007-09-08,2007-09-08,22,conta-22,Fornecedor,Dinheiro,150.70,Falta Pagar
927,2007,9,8,2007-09,2007-09-08,2007-09-08,22,conta-22,Fornecedor,Dinheiro,163.58,Falta Pagar
931,2007,9,11,2007-09,2007-09-11,2007-09-11,22,conta-22,Fornecedor,Dinheiro,163.58,Falta Pagar
933,2007,9,13,2007-09,2007-09-13,2007-09-13,35,conta-35,Fornecedor,Dinheiro,41.06,Falta Pagar
934,2007,9,13,2007-09,2007-09-13,2007-09-13,35,conta-35,Fornecedor,Dinheiro,61.02,Falta Pagar
935,2007,9,14,2007-09,2007-09-14,2007-09-14,71,conta-71,Fornecedor,Dinheiro,141.80,Falta Pagar
936,2007,9,14,2007-09,2007-09-14,2007-09-14,29,conta-29,Fornecedor,Dinheiro,288.00,Falta Pagar
937,2007,9,14,2007-09,2007-09-14,2007-09-14,24,conta-24,Fornecedor,Dinheiro,95.40,Falta Pagar
938,2007,9,14,2007-09,2007-09-14,2007-09-14,46,conta-46,Imposto,Dinheiro,172.58,Falta Pagar
939,2007,9,15,2007-09,2007-09-15,2007-09-15,87,conta-87,Fornecedor,Dinheiro,29.73,Falta Pagar
942,2007,9,11,2007-09,2007-09-11,2007-09-11,6,conta-6,Despesa,Dinheiro,122.54,Falta Pagar
950,2007,9,16,2007-09,2007-09-16,2007-09-16,35,conta-35,Fornecedor,Dinheiro,113.06,Falta Pagar
951,2007,9,16,2007-09,2007-09-16,2007-09-16,22,conta-22,Fornecedor,Dinheiro,163.58,Falta Pagar
953,2007,9,19,2007-09,2007-09-19,2007-09-19,27,conta-27,Fornecedor,Dinheiro,257.07,Falta Pagar
954,2007,9,19,2007-09,2007-09-19,2007-09-19,49,conta-49,Fornecedor,Dinheiro,422.16,Falta Pagar
955,2007,9,19,2007-09,2007-09-19,2007-09-19,22,conta-22,Fornecedor,Dinheiro,163.64,Falta Pagar
958,2007,9,19,2007-09,2007-09-19,2007-09-19,33,conta-33,Fornecedor,Dinheiro,118.00,Falta Pagar
959,2007,9,19,2007-09,2007-09-19,2007-09-19,22,conta-22,Fornecedor,Dinheiro,163.58,Falta Pagar
960,2007,9,20,2007-09,2007-09-20,2007-09-20,39,conta-39,Fornecedor,Dinheiro,136.92,Falta Pagar
961,2007,9,21,2007-09,2007-09-21,2007-09-21,32,conta-32,Fornecedor,Dinheiro,95.00,Falta Pagar
962,2007,9,21,2007-09,2007-09-21,2007-09-21,32,conta-32,Fornecedor,Dinheiro,89.20,Falta Pagar
963,2007,9,21,2007-09,2007-09-21,2007-09-21,24,conta-24,Fornecedor,Dinheiro,95.39,Falta Pagar
964,2007,9,21,2007-09,2007-09-21,2007-09-21,21,conta-21,Imposto,Dinheiro,55.81,Falta Pagar
965,2007,9,21,2007-09,2007-09-21,2007-09-21,22,conta-22,Fornecedor,Dinheiro,163.64,Falta Pagar
978,2007,9,22,2007-09,2007-09-22,2007-09-22,25,conta-25,Despesa,Dinheiro,70.00,Falta Pagar
979,2007,9,23,2007-09,2007-09-23,2007-09-23,35,conta-35,Fornecedor,Dinheiro,110.26,Falta Pagar
980,2007,9,23,2007-09,2007-09-23,2007-09-23,33,conta-33,Fornecedor,Dinheiro,106.00,Falta Pagar
981,2007,9,23,2007-09,2007-09-23,2007-09-23,39,conta-39,Fornecedor,Dinheiro,147.29,Falta Pagar
982,2007,9,24,2007-09,2007-09-24,2007-09-24,38,conta-38,Fornecedor,Dinheiro,224.27,Falta Pagar
983,2007,9,24,2007-09,2007-09-24,2007-09-24,24,conta-24,Fornecedor,Dinheiro,86.95,Falta Pagar
984,2007,9,24,2007-09,2007-09-24,2007-09-24,22,conta-22,Fornecedor,Dinheiro,163.58,Falta Pagar
1076,2007,10,22,2007-10,2007-10-22,2007-10-22,22,conta-22,Fornecedor,Dinheiro,263.20,Falta Pagar
1077,2007,10,23,2007-10,2007-10-23,2007-10-23,22,conta-22,Fornecedor,Dinheiro,172.83,Falta Pagar
1078,2007,10,24,2007-10,2007-10-24,2007-10-24,22,conta-22,Fornecedor,Dinheiro,163.58,Falta Pagar
1079,2007,10,24,2007-10,2007-10-24,2007-10-24,24,conta-24,Fornecedor,Dinheiro,55.87,Falta Pagar
1080,2007,10,24,2007-10,2007-10-24,2007-10-24,32,conta-32,Fornecedor,Dinheiro,114.00,Falta Pagar
1081,2007,10,24,2007-10,2007-10-24,2007-10-24,22,conta-22,Fornecedor,Dinheiro,263.20,Falta Pagar
1083,2007,10,25,2007-10,2007-10-25,2007-10-25,33,conta-33,Fornecedor,Dinheiro,114.00,Falta Pagar
1084,2007,10,25,2007-10,2007-10-25,2007-10-25,58,conta-58,Fornecedor,Dinheiro,130.70,Falta Pagar
1085,2007,10,25,2007-10,2007-10-25,2007-10-25,33,conta-33,Fornecedor,Dinheiro,129.00,Falta Pagar
1087,2007,10,26,2007-10,2007-10-26,2007-10-26,33,conta-33,Fornecedor,Dinheiro,97.00,Falta Pagar
1088,2007,10,26,2007-10,2007-10-26,2007-10-26,32,conta-32,Fornecedor,Dinheiro,122.00,Falta Pagar
1089,2007,10,26,2007-10,2007-10-26,2007-10-26,70,conta-70,Fornecedor,Dinheiro,114.00,Falta Pagar
1090,2007,10,26,2007-10,2007-10-26,2007-10-26,24,conta-24,Fornecedor,Dinheiro,109.62,Falta Pagar
1091,2007,10,26,2007-10,2007-10-26,2007-10-26,22,conta-22,Fornecedor,Dinheiro,263.19,Falta Pagar
1092,2007,10,26,2007-10,2007-10-26,2007-10-26,13,conta-13,Despesa,Dinheiro,39.46,Falta Pagar
1093,2007,10,27,2007-10,2007-10-27,2007-10-27,36,conta-36,Fornecedor,Dinheiro,124.80,Falta Pagar
1094,2007,10,28,2007-10,2007-10-28,2007-10-28,33,conta-33,Fornecedor,Dinheiro,106.00,Falta Pagar
1095,2007,10,28,2007-10,2007-10-28,2007-10-28,22,conta-22,Fornecedor,Dinheiro,263.19,Falta Pagar
1096,2007,10,29,2007-10,2007-10-29,2007-10-29,22,conta-22,Fornecedor,Dinheiro,163.64,Falta Pagar
1099,2007,10,30,2007-10,2007-10-30,2007-10-30,73,conta-73,Fornecedor,Dinheiro,77.35,Falta Pagar
1100,2007,10,30,2007-10,2007-10-30,2007-10-30,65,conta-65,Fornecedor,Dinheiro,146.62,Falta Pagar
1101,2007,10,31,2007-10,2007-10-31,2007-10-31,24,conta-24,Fornecedor,Dinheiro,55.86,Falta Pagar
1102,2007,10,31,2007-10,2007-10-31,2007-10-31,20,conta-20,Divida,Boleto,50.00,Pago
1104,2007,10,31,2007-10,2007-10-31,2007-10-31,20,conta-20,Divida,Boleto,214.09,Pago
1105,2007,10,31,2007-10,2007-10-31,2007-10-31,22,conta-22,Fornecedor,Dinheiro,263.21,Falta Pagar
1106,2007,11,1,2007-11,2007-11-01,2007-11-01,22,conta-22,Fornecedor,Dinheiro,123.00,Falta Pagar
1107,2007,11,1,2007-11,2007-11-01,2007-11-01,35,conta-35,Fornecedor,Dinheiro,156.47,Falta Pagar
1108,2007,11,2,2007-11,2007-11-02,2007-11-02,24,conta-24,Fornecedor,Dinheiro,106.39,Falta Pagar
1109,2007,11,4,2007-11,2007-11-04,2007-11-04,54,conta-54,Fornecedor,Dinheiro,122.50,Falta Pagar
1110,2007,11,4,2007-11,2007-11-04,2007-11-04,22,conta-22,Fornecedor,Dinheiro,263.20,Falta Pagar
1111,2007,11,5,2007-11,2007-11-05,2007-11-05,49,conta-49,Fornecedor,Dinheiro,299.54,Falta Pagar
1112,2007,11,5,2007-11,2007-11-05,2007-11-05,29,conta-29,Fornecedor,Dinheiro,316.00,Falta Pagar
1113,2007,11,5,2007-11,2007-11-05,2007-11-05,73,conta-73,Fornecedor,Dinheiro,83.75,Falta Pagar
1114,2007,11,5,2007-11,2007-11-05,2007-11-05,63,conta-63,Fornecedor,Dinheiro,130.62,Falta Pagar
1116,2007,11,8,2007-11,2007-11-08,2007-11-08,32,conta-32,Fornecedor,Dinheiro,128.50,Falta Pagar
1117,2007,11,8,2007-11,2007-11-08,2007-11-08,73,conta-73,Fornecedor,Dinheiro,76.07,Falta Pagar
1118,2007,11,9,2007-11,2007-11-09,2007-11-09,32,conta-32,Fornecedor,Dinheiro,114.00,Falta Pagar
1119,2007,11,9,2007-11,2007-11-09,2007-11-09,24,conta-24,Fornecedor,Dinheiro,106.39,Falta Pagar
1120,2007,11,9,2007-11,2007-11-09,2007-11-09,66,conta-66,Despesa,Dinheiro,55.00,Falta Pagar
1155,2007,11,10,2007-11,2007-11-10,2007-11-10,33,conta-33,Fornecedor,Dinheiro,147.00,Falta Pagar
1156,2007,11,11,2007-11,2007-11-11,2007-11-11,32,conta-32,Fornecedor,Dinheiro,122.00,Falta Pagar
1157,2007,11,11,2007-11,2007-11-11,2007-11-11,35,conta-35,Fornecedor,Dinheiro,156.47,Falta Pagar
1158,2007,11,11,2007-11,2007-11-11,2007-11-11,22,conta-22,Fornecedor,Dinheiro,263.19,Falta Pagar
1159,2007,11,13,2007-11,2007-11-13,2007-11-13,33,conta-33,Fornecedor,Dinheiro,106.00,Falta Pagar
1160,2007,11,13,2007-11,2007-11-13,2007-11-13,86,conta-86,Despesa,Debito Conta Corrente - PJ,30.76,Pago
1161,2007,11,14,2007-11,2007-11-14,2007-11-14,29,conta-29,Fornecedor,Dinheiro,526.41,Falta Pagar
1162,2007,11,14,2007-11,2007-11-14,2007-11-14,89,conta-89,Imposto,Dinheiro,179.49,Falta Pagar
1163,2007,11,14,2007-11,2007-11-14,2007-11-14,21,conta-21,Imposto,Dinheiro,15.08,Falta Pagar
1255,2007,10,9,2007-10,2007-10-09,2007-10-09,76,conta-76,Fornecedor,Cheque,280.00,Pago
1256,2007,10,12,2007-10,2007-10-12,2007-10-12,80,conta-80,Fornecedor,Cheque,200.00,Pago
1257,2007,10,13,2007-10,2007-10-13,2007-10-13,80,conta-80,Fornecedor,Cheque,150.00,Pago
1258,2007,10,30,2007-10,2007-10-30,2007-10-30,80,conta-80,Fornecedor,Cheque,150.00,Pago
1259,2007,10,4,2007-10,2007-10-04,2007-10-04,80,conta-80,Fornecedor,Cheque,100.00,Pago
1260,2007,10,4,2007-10,2007-10-04,2007-10-04,80,conta-80,Fornecedor,Cheque,150.00,Pago
1261,2007,10,18,2007-10,2007-10-18,2007-10-18,80,conta-80,Fornecedor,Cheque,100.00,Pago
1262,2007,10,18,2007-10,2007-10-18,2007-10-18,80,conta-80,Fornecedor,Cheque,150.00,Pago
1263,2007,10,6,2007-10,2007-10-06,2007-10-06,80,conta-80,Fornecedor,Cheque,150.00,Pago
1264,2007,10,4,2007-10,2007-10-04,2007-10-04,80,conta-80,Fornecedor,Cheque,100.00,Pago
1265,2007,10,18,2007-10,2007-10-18,2007-10-18,80,conta-80,Fornecedor,Cheque,100.00,Pago
1266,2007,11,30,2007-11,2007-11-30,2007-11-30,80,conta-80,Fornecedor,Cheque,150.00,Pago
1267,2007,11,13,2007-11,2007-11-13,2007-11-13,76,conta-76,Fornecedor,Cheque,150.00,Pago
1268,2007,11,14,2007-11,2007-11-14,2007-11-14,76,conta-76,Fornecedor,Cheque,130.00,Pago
1269,2007,11,4,2007-11,2007-11-04,2007-11-04,36,conta-36,Fornecedor,Cheque,90.00,Pago
1270,2007,11,12,2007-11,2007-11-12,2007-11-12,76,conta-76,Fornecedor,Cheque,120.00,Pago
1271,2007,11,26,2007-11,2007-11-26,2007-11-26,76,conta-76,Fornecedor,Cheque,120.00,Pago
1272,2007,12,23,2007-12,2007-12-23,2007-12-23,22,conta-22,Fornecedor,Dinheiro,263.20,Falta Pagar
1273,2007,12,24,2007-12,2007-12-24,2007-12-24,22,conta-22,Fornecedor,Dinheiro,160.80,Falta Pagar
1274,2007,12,24,2007-12,2007-12-24,2007-12-24,27,conta-27,Fornecedor,Dinheiro,250.43,Falta Pagar
1275,2007,12,24,2007-12,2007-12-24,2007-12-24,73,conta-73,Fornecedor,Dinheiro,101.90,Falta Pagar
1276,2007,12,24,2007-12,2007-12-24,2007-12-24,73,conta-73,Fornecedor,Dinheiro,86.90,Falta Pagar
1277,2007,12,24,2007-12,2007-12-24,2007-12-24,92,conta-92,Fornecedor,Dinheiro,50.00,Falta Pagar
1279,2007,12,26,2007-12,2007-12-26,2007-12-26,13,conta-13,Despesa,Dinheiro,39.46,Falta Pagar
1280,2007,12,26,2007-12,2007-12-26,2007-12-26,22,conta-22,Fornecedor,Dinheiro,263.20,Falta Pagar
1281,2007,12,27,2007-12,2007-12-27,2007-12-27,32,conta-32,Fornecedor,Dinheiro,107.00,Falta Pagar
1282,2007,12,27,2007-12,2007-12-27,2007-12-27,22,conta-22,Fornecedor,Dinheiro,263.19,Falta Pagar
1283,2007,12,28,2007-12,2007-12-28,2007-12-28,73,conta-73,Fornecedor,Dinheiro,97.86,Falta Pagar
1284,2007,12,28,2007-12,2007-12-28,2007-12-28,20,conta-20,Divida,Boleto,50.00,Pago
1285,2007,12,28,2007-12,2007-12-28,2007-12-28,20,conta-20,Divida,Boleto,216.17,Pago
1286,2007,12,29,2007-12,2007-12-29,2007-12-29,33,conta-33,Fornecedor,Dinheiro,134.00,Falta Pagar
1287,2007,12,29,2007-12,2007-12-29,2007-12-29,33,conta-33,Fornecedor,Dinheiro,132.00,Pago
1288,2007,12,29,2007-12,2007-12-29,2007-12-29,29,conta-29,Fornecedor,Dinheiro,119.20,Falta Pagar
1289,2007,12,29,2007-12,2007-12-29,2007-12-29,39,conta-39,Fornecedor,Dinheiro,250.00,Falta Pagar
1291,2007,12,29,2007-12,2007-12-29,2007-12-29,22,conta-22,Fornecedor,Dinheiro,263.20,Falta Pagar
1292,2007,12,31,2007-12,2007-12-31,2007-12-31,64,conta-64,Fornecedor,Dinheiro,615.40,Falta Pagar
1293,2007,12,31,2007-12,2007-12-31,2007-12-31,22,conta-22,Fornecedor,Dinheiro,175.60,Falta Pagar
1296,2007,12,31,2007-12,2007-12-31,2007-12-31,92,conta-92,Fornecedor,Dinheiro,50.00,Falta Pagar
1297,2008,1,10,2008-01,2008-01-10,2008-01-10,6,conta-6,Despesa,Dinheiro,198.50,Falta Pagar
1298,2008,1,14,2008-01,2008-01-14,2008-01-14,86,conta-86,Despesa,Debito Conta Corrente - PJ,27.04,Pago
1299,2008,1,1,2008-01,2008-01-01,2008-01-01,24,conta-24,Fornecedor,Dinheiro,115.41,Falta Pagar
1300,2008,1,1,2008-01,2008-01-01,2008-01-01,22,conta-22,Fornecedor,Dinheiro,263.20,Falta Pagar
1301,2008,1,2,2008-01,2008-01-02,2008-01-02,49,conta-49,Fornecedor,Dinheiro,264.59,Falta Pagar
1302,2008,1,3,2008-01,2008-01-03,2008-01-03,32,conta-32,Fornecedor,Dinheiro,44.30,Falta Pagar
1303,2008,1,4,2008-01,2008-01-04,2008-01-04,35,conta-35,Fornecedor,Dinheiro,167.84,Pago
1304,2008,1,5,2008-01,2008-01-05,2008-01-05,54,conta-54,Fornecedor,Dinheiro,111.75,Falta Pagar
1305,2008,1,5,2008-01,2008-01-05,2008-01-05,71,conta-71,Fornecedor,Dinheiro,153.20,Falta Pagar
1306,2008,1,5,2008-01,2008-01-05,2008-01-05,27,conta-27,Fornecedor,Dinheiro,210.36,Falta Pagar
1307,2008,1,5,2008-01,2008-01-05,2008-01-05,35,conta-35,Fornecedor,Dinheiro,84.87,Pago
1308,2008,1,5,2008-01,2008-01-05,2008-01-05,22,conta-22,Fornecedor,Dinheiro,263.19,Falta Pagar
1309,2008,1,6,2008-01,2008-01-06,2008-01-06,32,conta-32,Fornecedor,Dinheiro,138.00,Falta Pagar
1310,2008,1,6,2008-01,2008-01-06,2008-01-06,69,conta-69,Fornecedor,Dinheiro,212.48,Falta Pagar
1311,2008,1,7,2008-01,2008-01-07,2008-01-07,73,conta-73,Fornecedor,Dinheiro,86.90,Falta Pagar
1312,2008,1,7,2008-01,2008-01-07,2008-01-07,92,conta-92,Fornecedor,Dinheiro,50.00,Falta Pagar
1313,2008,1,7,2008-01,2008-01-07,2008-01-07,93,conta-93,Fornecedor,Dinheiro,160.00,Falta Pagar
1314,2008,1,8,2008-01,2008-01-08,2008-01-08,27,conta-27,Fornecedor,Dinheiro,250.28,Falta Pagar
1315,2008,1,8,2008-01,2008-01-08,2008-01-08,73,conta-73,Fornecedor,Dinheiro,101.90,Falta Pagar
1316,2008,1,8,2008-01,2008-01-08,2008-01-08,24,conta-24,Fornecedor,Dinheiro,112.01,Falta Pagar
1317,2008,1,8,2008-01,2008-01-08,2008-01-08,29,conta-29,Fornecedor,Dinheiro,263.20,Falta Pagar
1320,2008,1,10,2008-01,2008-01-10,2008-01-10,33,conta-33,Fornecedor,Dinheiro,120.00,Falta Pagar
1322,2008,1,11,2008-01,2008-01-11,2008-01-11,49,conta-49,Fornecedor,Dinheiro,321.16,Falta Pagar
1323,2008,1,11,2008-01,2008-01-11,2008-01-11,73,conta-73,Fornecedor,Dinheiro,79.95,Falta Pagar
1324,2008,1,12,2008-01,2008-01-12,2008-01-12,27,conta-27,Fornecedor,Dinheiro,210.00,Falta Pagar
1325,2008,1,12,2008-01,2008-01-12,2008-01-12,29,conta-29,Fornecedor,Dinheiro,263.19,Falta Pagar
1326,2008,1,13,2008-01,2008-01-13,2008-01-13,33,conta-33,Fornecedor,Dinheiro,133.00,Falta Pagar
1327,2008,1,14,2008-01,2008-01-14,2008-01-14,90,conta-90,Fornecedor,Dinheiro,209.89,Falta Pagar
1328,2008,1,14,2008-01,2008-01-14,2008-01-14,22,conta-22,Fornecedor,Dinheiro,175.60,Falta Pagar
1329,2008,1,14,2008-01,2008-01-14,2008-01-14,29,conta-29,Fornecedor,Dinheiro,322.40,Falta Pagar
1330,2008,1,14,2008-01,2008-01-14,2008-01-14,92,conta-92,Fornecedor,Dinheiro,50.00,Falta Pagar
1331,2008,1,15,2008-01,2008-01-15,2008-01-15,24,conta-24,Fornecedor,Dinheiro,112.01,Falta Pagar
1332,2008,1,15,2008-01,2008-01-15,2008-01-15,21,conta-21,Imposto,Dinheiro,30.03,Falta Pagar
1333,2008,1,15,2008-01,2008-01-15,2008-01-15,89,conta-89,Imposto,Dinheiro,185.54,Falta Pagar
1336,2008,1,18,2008-01,2008-01-18,2008-01-18,32,conta-32,Fornecedor,Dinheiro,109.50,Falta Pagar
1337,2008,1,18,2008-01,2008-01-18,2008-01-18,94,conta-94,Fornecedor,Dinheiro,118.05,Falta Pagar
1434,2008,2,15,2008-02,2008-02-15,2008-02-15,27,conta-27,Fornecedor,Dinheiro,280.33,Falta Pagar
1435,2008,2,15,2008-02,2008-02-15,2008-02-15,21,conta-21,Imposto,Dinheiro,50.64,Falta Pagar
1437,2008,2,16,2008-02,2008-02-16,2008-02-16,33,conta-33,Fornecedor,Dinheiro,113.85,Falta Pagar
1438,2008,2,16,2008-02,2008-02-16,2008-02-16,24,conta-24,Fornecedor,Dinheiro,119.66,Falta Pagar
